"sales_id","shop_id","week_no","start_date","end_date","sales_amount","sales_target","item_sold","transactions","staff_hours","staff_hours_target","labour_cost","labour_cost_target","total_tax","sales_status"
"19","10","45","41575","41581","0.00","70000.00","0.00","0","0","6.0763888888889","0","2100.00","0.00","1"
"20","10","46","41582","41588","0.00","70000.00","0.00","0","0","6.0763888888889","0","2100.00","0.00","1"
"21","10","47","41589","41595","0.00","70000.00","0.00","0","0","6.0763888888889","0","2100.00","0.00","1"
"26","10","48","41596","41602","0.00","20000.00","0.00","0","0","1.7361111111111","0","600.00","0.00","0"
"27","17","30","41470","41476","7675.84","84000.00","1325.00","811","0.8459837962963","34.958321759259","292","18000.00","951.44","1"
"28","17","31","41477","41483","13110.25","91000.00","2356.00","1428","9.1775","34.958321759259","3230","21000.00","1642.49","1"
"29","17","32","41484","41490","14063.38","91000.00","2587.00","1612","9.0034143518519","34.958321759259","3189","21000.00","1736.83","1"
"30","17","33","41491","41497","14754.75","91000.00","2652.00","1633","9.8287847222222","34.958321759259","3471","21000.00","1843.88","1"
"31","17","34","41498","41504","13752.70","91000.00","2517.00","1493","9.8517708333333","34.958321759259","3501","21000.00","1705.89","1"
"32","17","35","41505","41511","13977.22","91000.00","2520.00","1562","6.9497222222222","34.958321759259","2497","21000.00","1756.61","1"
"33","17","36","41512","41518","13257.10","91000.00","2414.00","1514","7.8178819444444","34.958321759259","2673","21000.00","1649.05","1"
"34","17","37","41519","41525","13211.80","91000.00","2403.00","1467","6.7208101851852","34.958321759259","2323","21000.00","1646.08","1"
"35","17","38","41526","41532","12395.00","91000.00","2250.00","1403","6.3760648148148","34.958321759259","2231","21000.00","1534.13","1"
"36","17","39","41533","41539","13735.40","91000.00","2478.00","1544","5.6979166666667","34.958321759259","1996","21000.00","1696.28","1"
"37","17","40","41540","41546","12572.00","91000.00","2311.00","1392","5.1817939814815","34.958321759259","1812","21000.00","1574.53","1"
"38","17","41","41547","41553","14398.90","91000.00","2601.00","1579","5.2698032407407","34.958321759259","1852","21000.00","1790.14","1"
"39","17","42","41554","41560","13965.10","91000.00","2564.00","1582","4.1046759259259","34.958321759259","1424","21000.00","1749.66","1"
"40","17","43","41561","41567","14703.90","91000.00","2720.00","1670","4.1885648148148","34.958321759259","1445","21000.00","1842.72","1"
"41","17","44","41568","41574","13892.00","91000.00","2623.00","1578","3.9025578703704","34.958321759259","1347","21000.00","1727.00","1"
"42","17","45","41575","41581","14169.00","91000.00","2599.00","1565","3.5903935185185","34.958321759259","1241","21000.00","1774.00","1"
"43","17","46","41582","41588","13579.30","91000.00","2538.00","1484","3.4442013888889","34.958321759259","1188","21000.00","1695.61","1"
"44","17","47","41589","41595","14214.00","91000.00","2593.00","1618","5.4335648148148","34.958321759259","1890","21000.00","1771.43","1"
"46","20","32","41484","41490","224.40","39000.00","37.00","21","0","25","0","9000.00","29.31","1"
"47","20","33","41491","41497","15792.90","151000.00","2534.00","1487","0","8.3333333333333","0","27600.00","35490","1"
"48","20","34","41498","41504","17262.70","161000.00","2795.00","1610","0","0","0","28700.00","2186.52","1"
"49","20","35","41505","41511","17312.10","161000.00","2835.00","1651","0","0","0","28700.00","2178.00","1"
"50","20","36","41512","41518","17657.60","161000.00","2864.00","1605","0","0","0","28700.00","2240.52","1"
"51","20","37","41519","41525","20697.76","161000.00","3386.00","1981","0","0","0","28700.00","2628.42","1"
"52","20","38","41526","41532","22625.50","161000.00","3690.00","2131","0","0","0","28700.00","356600","1"
"53","20","39","41533","41539","24433.90","161000.00","4005.00","2245","0","0","0","28700.00","3105.15","1"
"54","20","40","41540","41546","22327.40","161000.00","3725.00","2176","0","0","0","28700.00","337638","1"
"55","20","41","41547","41553","22973.90","161000.00","3772.00","2101","0","0","0","28700.00","2919.67","1"
"56","20","42","41554","41560","23602.40","161000.00","3998.00","2187","0","0","0","28700.00","3005.67","1"
"57","20","43","41561","41567","24433.50","161000.00","3987.00","2253","0","0","0","28700.00","3093.56","1"
"58","20","44","41568","41574","22780.70","161000.00","3825.00","2164","0","0","0","28700.00","2899.25","1"
"59","20","45","41575","41581","19473.20","161000.00","3215.00","1856","0","0","0","28700.00","2456.52","1"
"60","20","46","41582","41588","24521.30","161000.00","4094.00","2244","0","0","0","28700.00","3105.29","1"
"61","20","47","41589","41595","25557.30","161000.00","4268.00","2383","0","0","0","28700.00","3243.18","1"
"67","17","48","41596","41602","15344.10","91000.00","2787.00","1712","3.2981944444444","34.958321759259","1137","21000.00","1918.34","1"
"68","17","49","41603","41609","15105.90","91000.00","2762.00","1654","3.2732986111111","34.958321759259","1130","21000.00","1877.23","1"
"69","17","50","41610","41616","13473.70","91000.00","2512.00","1502","3.6588310185185","34.958321759259","1261","21000.00","1682.97","1"
"70","17","51","41617","41623","14927.10","91000.00","2749.00","1604","3.3068055555556","34.958321759259","1138","21000.00","1862.55","1"
"72","20","48","41596","41602","25618.30","161000.00","4365.00","2426","0","0","0","28700.00","3248.36","1"
"73","20","49","41603","41609","26993.20","161000.00","4669.00","2543","0","0","0","28700.00","3419.64","1"
"74","20","50","41610","41616","25565.10","161000.00","4393.00","2361","0","0","0","28700.00","3248.50","1"
"75","20","51","41617","41623","28193.00","161000.00","4841.00","2577","0","0","0","28700.00","3561.19","1"
"929","17","52","41624","41630","15545.21","91000.00","2865.00","1663","3.681875","34.958321759259","1265","21000.00","24198","1"
"931","20","52","41624","41630","28588.50","161000.00","4804.00","2546","0","0","0","28700.00","3626.78","1"
"2947","17","53","41631","41637","7768.40","91000.00","1413.00","804","0.7155787037037","34.958321759259","247","21000.00","971.94","1"
"2949","20","53","41631","41637","13660.00","161000.00","2313.00","1189","0","0","0","28700.00","1734.22","1"
"4965","17","NULL","41638","41644","7298.40","15000.00","1261.00","753","0.70983796296296","0.0013888888888889","245","2800.00","928.42","1"
"4967","20","NULL","41638","41644","13719.60","25000.00","2313.00","1192","0","0","0","4500.00","1742.35","1"
"6983","17","3","41645","41651","12318.20","15000.00","2270.00","1347","3.2394907407407","0.0083333333333333","1118","2800.00","1541.48","1"
"6985","20","3","41645","41651","19617.35","25000.00","3438.00","1832","0","0","0","4500.00","2469.26","1"
"9001","17","4","41652","41658","11282.10","15000.00","2094.00","1240","7.554537037037","0.0083333333333333","2677","2800.00","1391.88","1"
"9003","20","4","41652","41658","21662.90","25000.00","3778.00","1998","0","0","0","4500.00","2761.24","1"
"11019","17","5","41659","41665","12314.70","15000.00","2285.00","1352","7.2609953703704","0.0083333333333333","2587","2800.00","1520.94","1"
"11021","20","5","41659","41665","20990.10","25000.00","3680.00","1935","0","0","0","4500.00","2664.89","1"
"13037","17","6","41666","41672","12098.60","15000.00","2174.00","1301","6.7467592592593","0.0083333333333333","2404","2800.00","1519.65","1"
"13039","20","6","41666","41672","23365.00","25000.00","4028.00","2086","0","0","0","4500.00","2964.73","1"
"15049","17","7","41673","41679","12870.60","78000.00","2295.00","1357","4.8494675925926","0.0083333333333333","1716","18000.00","1620.53","1"
"15051","20","7","41673","41679","20575.10","138000.00","3614.00","1920","0","0","0","24600.00","2605.74","1"
"17067","17","8","41680","41686","14908.80","78000.00","2680.00","1586","6.1374421296296","0.0083333333333333","2213","18000.00","1877.34","1"
"17069","20","8","41680","41686","22537.60","138000.00","3885.00","2196","0","0","0","24600.00","2858.57","1"
"19085","17","9","41687","41693","15411.10","78000.00","2813.00","1673","8.0262731481481","0.0083333333333333","2880","18000.00","1936.87","1"
"19087","20","9","41687","41693","23595.50","138000.00","4097.00","2292","0","0","0","24600.00","396990","1"
"21103","17","10","41694","41700","14077.00","78000.00","2543.00","1540","5.458599537037","0.0083333333333333","1939","18000.00","1757.67","1"
"21105","20","10","41694","41700","22923.30","138000.00","3999.00","2235","0","0","0","24600.00","2888.15","1"
"23121","17","11","41701","41707","13003.70","78000.00","2419.00","1445","5.4187384259259","0.0083333333333333","1939","18000.00","1625.63","1"
"23123","20","11","41701","41707","22281.20","138000.00","3906.00","2201","0","0","0","24600.00","2825.19","1"
"25139","17","12","41708","41714","14757.10","78000.00","2715.00","1597","6.2205555555556","0.0083333333333333","2212","18000.00","1846.98","1"
"25141","20","12","41708","41714","22456.00","138000.00","3953.00","2182","0","0","0","24600.00","2831.54","1"
"27157","17","13","41715","41721","14617.60","78000.00","2623.00","1573","4.902650462963","0.0083333333333333","1739","18000.00","1826.12","1"
"27159","20","13","41715","41721","22092.90","138000.00","3835.00","2123","0","0","0","24600.00","328171","1"
"29175","17","14","41722","41728","14463.00","78000.00","2636.00","1560","6.7891550925926","0.0083333333333333","2457","18000.00","1795.85","1"
"29177","20","14","41722","41728","21500.00","138000.00","3738.00","2091","0","0","0","24600.00","2723.16","1"
"35493","17","15","41729","41735","16015.50","91000.00","2949.00","1694","5.1321875","0.0097222222222222","1836","21000.00","1993.72","1"
"35494","17","16","41736","41742","14153.20","91000.00","2586.00","1512","8.8272800925926","0.0097222222222222","3048","21000.00","1780.22","1"
"35495","17","17","41743","41749","13046.00","91000.00","2413.00","1396","4.7068518518519","0.0097222222222222","1673","21000.00","1652.73","1"
"35497","20","15","41729","41735","25318.20","161000.00","4342.00","2322","0","0","0","28700.00","3187.26","1"
"35498","20","16","41736","41742","23517.10","161000.00","4087.00","2233","0","0","0","28700.00","2980.54","1"
"35499","20","17","41743","41749","20814.00","161000.00","3685.00","1933","0","0","0","28700.00","272928","1"
"36398","25","18","41750","41756","0.00","0.00","0.00","0","0","0","0","0.00","0.00","0"
"36399","26","18","41750","41756","0.00","0.00","0.00","0","0","0","0","0.00","0.00","0"
"37737","17","18","41750","41756","12946.60","91000.00","2335.00","1356","2.6727662037037","0.0097222222222222","954","21000.00","1636.77","1"
"37739","20","18","41750","41756","21631.90","161000.00","3799.00","1926","0","0","0","28700.00","312315","1"
"37741","27","18","41750","41756","25.90","28000.00","3.00","2","0.0027083333333333","0.0041666666666667","13","4100.00","3.38","1"
"41096","17","19","41757","41763","16975.30","99000.00","3075.00","1784","3.6033680555556","0.0041666666666667","1290","20200.00","2132.32","1"
"41098","20","19","41757","41763","26364.60","169000.00","4639.00","2368","0","0.0083333333333333","0","30300.00","3348.76","1"
"41100","27","19","41757","41763","16941.11","28000.00","2645.00","1237","0","0.0041666666666667","0","4100.00","2144.54","1"
"41102","28","19","41757","41763","6.00","17000.00","1.00","1","0","0","0","3100.00","0.78","1"
"46012","17","20","41764","41770","17075.90","105000.00","3130.00","1839","2.3493402777778","0","818","19600.00","91617","1"
"46014","20","20","41764","41770","24965.90","175000.00","4369.00","2363","0","0.014583333333333","0","31500.00","461576","1"
"46016","27","20","41764","41770","26425.90","28000.00","4280.00","2114","0","0","0","4100.00","3307.66","1"
"46018","28","20","41764","41770","10332.10","17000.00","1668.00","886","0","0.0055555555555556","0","3100.00","1302.69","1"
"46020","30","20","41764","41770","7.50","30000.00","1.00","1","0","0.0055555555555556","0","5200.00","0.00","1"
"46022","31","20","41764","41770","7.50","24000.00","1.00","1","0","0.0055555555555556","0","4200.00","0.00","1"
"52064","17","21","41771","41777","15821.00","105000.00","2904.00","1712","3.1098726851852","0","1082","19600.00","1974.17","1"
"52066","20","21","41771","41777","24771.60","175000.00","4294.00","2294","0","0.014583333333333","0","31500.00","3141.38","1"
"52068","27","21","41771","41777","27672.50","28000.00","4527.00","2239","0","0","0","4100.00","571758","1"
"52070","28","21","41771","41777","15096.40","17000.00","2472.00","1407","0","0.0097222222222222","0","3100.00","1886.14","1"
"52072","30","21","41771","41777","8513.20","30000.00","1360.00","673","0","0.0097222222222222","0","5200.00","1077.05","1"
"52074","31","21","41771","41777","0.00","24000.00","0.00","0","0","0.0097222222222222","0","4200.00","0.00","1"
"58118","17","22","41778","41784","15092.70","105000.00","2802.00","1643","4.292349537037","0","1494","19600.00","1886.97","1"
"58120","20","22","41778","41784","24071.70","175000.00","4221.00","2244","0","0.014583333333333","0","31500.00","3055.39","1"
"58122","27","22","41778","41784","28106.00","28000.00","4640.00","2240","0","0","0","4100.00","599243","1"
"58124","28","22","41778","41784","16313.70","17000.00","2615.00","1479","0","0.0097222222222222","0","3100.00","2041.17","1"
"58126","30","22","41778","41784","22234.40","30000.00","3620.00","1853","0","0.0097222222222222","0","5200.00","2822.23","1"
"58128","31","22","41778","41784","0.00","24000.00","0.00","0","0","0.0097222222222222","0","4200.00","0.00","1"
"64172","17","23","41785","41791","14342.60","105000.00","2670.00","1529","2.6926851851852","0","928","19600.00","1778.04","1"
"64174","20","23","41785","41791","23134.70","175000.00","4209.00","2235","0","0.014583333333333","0","31500.00","2910.80","1"
"64176","27","23","41785","41791","24639.75","28000.00","4065.00","1963","0","0","0","4100.00","3084.69","1"
"64178","28","23","41785","41791","15307.40","17000.00","2486.00","1388","0","0.0097222222222222","0","3100.00","1907.80","1"
"64180","30","23","41785","41791","29202.10","30000.00","4664.00","2406","0","0.0097222222222222","0","5200.00","3708.83","1"
"64182","31","23","41785","41791","612.70","24000.00","101.00","54","0","0.0097222222222222","0","4200.00","78.51","1"
"70226","17","24","41792","41798","13751.70","105000.00","2554.00","1464","3.9415277777778","0","1359","19600.00","1722.42","1"
"70228","20","24","41792","41798","23247.40","175000.00","4101.00","2166","0","0.014583333333333","0","31500.00","2955.64","1"
"70230","27","24","41792","41798","27547.60","28000.00","4496.00","2152","0","0","0","4100.00","3491.41","1"
"70232","28","24","41792","41798","14777.90","17000.00","2393.00","1331","0","0.0097222222222222","0","3100.00","1853.33","1"
"70234","30","24","41792","41798","28007.80","30000.00","4405.00","2271","0","0.0097222222222222","0","5200.00","3561.87","1"
"70236","31","24","41792","41798","10867.47","24000.00","1785.00","922","0","0.0097222222222222","0","4200.00","1367.88","1"
"76280","17","25","41799","41805","13039.60","90000.00","2417.00","1407","4.1564814814815","0","1434","16800.00","1616.16","1"
"76282","20","25","41799","41805","20468.00","150000.00","3669.00","1999","0","0.0125","0","27000.00","2595.45","1"
"76284","27","25","41799","41805","24692.90","28000.00","4087.00","1994","0","0","0","4100.00","3108.43","1"
"76286","28","25","41799","41805","13857.40","17000.00","2260.00","1295","0","0.0083333333333333","0","3100.00","1740.09","1"
"76288","30","25","41799","41805","24506.60","30000.00","3897.00","2049","0","0.0083333333333333","0","5200.00","3127.34","1"
"76290","31","25","41799","41805","19156.51","24000.00","3189.00","1577","0","0.0083333333333333","0","4200.00","2403.26","1"
"82334","17","26","41806","41812","14525.60","105000.00","2677.00","1542","4.9598263888889","0","1710","19600.00","1804.34","1"
"82336","20","26","41806","41812","23918.30","175000.00","4200.00","2213","0","0.014583333333333","0","31500.00","3035.37","1"
"82338","27","26","41806","41812","30380.60","28000.00","4838.00","2337","0","0","0","4100.00","3836.91","1"
"82340","28","26","41806","41812","15745.30","17000.00","2519.00","1440","0","0.0097222222222222","0","3100.00","1970.83","1"
"82342","30","26","41806","41812","28497.10","30000.00","4473.00","2348","0","0.0097222222222222","0","5200.00","3649.53","1"
"82344","31","26","41806","41812","22912.50","24000.00","3751.00","1821","0","0.0097222222222222","0","4200.00","2862.51","1"
"88388","17","27","41813","41819","14272.80","105000.00","2618.00","1474","2.7896875","0","966","19600.00","1783.32","1"
"88390","20","27","41813","41819","23214.10","175000.00","4120.00","2199","0","0.014583333333333","0","31500.00","2938.98","1"
"88392","27","27","41813","41819","29448.10","28000.00","4553.00","2215","0","0","0","4100.00","3706.49","1"
"88394","28","27","41813","41819","16518.80","17000.00","2570.00","1441","0","0.0097222222222222","0","3100.00","2071.71","1"
"88396","30","27","41813","41819","27744.20","30000.00","4349.00","2276","0","0.0097222222222222","0","5200.00","3539.32","1"
"88398","31","27","41813","41819","21879.70","24000.00","3605.00","1754","0","0.0097222222222222","0","4200.00","2736.65","1"
"94442","17","28","41820","41826","13090.50","105000.00","2390.00","1358","0.72085648148148","0","251","19600.00","1622.58","1"
"94444","20","28","41820","41826","22813.50","175000.00","4065.00","2150","0","0.014583333333333","0","31500.00","2897.22","1"
"94446","27","28","41820","41826","25219.90","28000.00","4058.00","1961","0","0","0","4100.00","3162.39","1"
"94448","28","28","41820","41826","13802.00","17000.00","2179.00","1250","0","0.0097222222222222","0","3100.00","1734.31","1"
"94450","30","28","41820","41826","29563.70","30000.00","4625.00","2399","0","0.0097222222222222","0","5200.00","682335","1"
"94452","31","28","41820","41826","20539.85","24000.00","3370.00","1708","0","0.0097222222222222","0","4200.00","2569.75","1"
"100496","17","29","41827","41833","11904.10","105000.00","2233.00","1254","1.9874884259259","0","688","19600.00","1462.52","1"
"100498","20","29","41827","41833","20183.20","175000.00","3532.00","1787","0","0.014583333333333","0","31500.00","243344","1"
"100500","27","29","41827","41833","22728.70","28000.00","3738.00","1751","0","0","0","4100.00","2873.29","1"
"100502","28","29","41827","41833","14976.90","17000.00","2375.00","1294","0","0.0097222222222222","0","3100.00","1880.72","1"
"100504","30","29","41827","41833","30059.70","30000.00","4668.00","2385","0","0.0097222222222222","0","5200.00","3834.28","1"
"100506","31","29","41827","41833","19960.90","24000.00","3248.00","1612","0","0.0097222222222222","0","4200.00","2484.62","1"
"106550","17","30","41834","41840","13489.40","105000.00","2532.00","1405","2.5773148148148","0","893","19600.00","1684.12","1"
"106552","20","30","41834","41840","22063.20","175000.00","3886.00","1897","0","0.014583333333333","0","31500.00","2796.21","1"
"106554","27","30","41834","41840","24215.10","28000.00","3895.00","1820","0","0","0","4100.00","3054.71","1"
"106556","28","30","41834","41840","14653.60","17000.00","2288.00","1328","0","0.0097222222222222","0","3100.00","1839.25","1"
"106558","30","30","41834","41840","33032.00","30000.00","5113.00","2549","0","0.0097222222222222","0","5200.00","4209.83","1"
"106560","31","30","41834","41840","21693.50","24000.00","3526.00","1731","0","0.0097222222222222","0","4200.00","2707.54","1"
"112604","17","31","41841","41847","14283.10","105000.00","2587.00","1462","3.4217361111111","0","1183","19600.00","1766.70","1"
"112606","20","31","41841","41847","22025.90","175000.00","3875.00","2036","0","0.014583333333333","0","31500.00","2813.87","1"
"112608","27","31","41841","41847","25206.30","28000.00","4098.00","1980","0","0","0","4100.00","3159.21","1"
"112610","28","31","41841","41847","15592.10","17000.00","2469.00","1404","0","0.0097222222222222","0","3100.00","1956.28","1"
"112612","30","31","41841","41847","28898.50","30000.00","4491.00","2407","0","0.0097222222222222","0","5200.00","650255","1"
"112614","31","31","41841","41847","19169.58","24000.00","3127.00","1606","0","0.0097222222222222","0","4200.00","184966","1"
"118658","17","32","41848","41854","12854.20","90000.00","2378.00","1374","0","0","0","16800.00","1591.17","1"
"118660","20","32","41848","41854","20901.00","150000.00","3683.00","1981","0","0.0125","0","27000.00","2660.82","1"
"118662","27","32","41848","41854","24380.50","28000.00","3910.00","1890","0","0","0","4100.00","3080.20","1"
"118664","28","32","41848","41854","12958.30","17000.00","2060.00","1185","0","0.0083333333333333","0","3100.00","1628.12","1"
"118666","30","32","41848","41854","28007.90","30000.00","4463.00","2295","0","0.0083333333333333","0","5200.00","3554.97","1"
"118668","31","32","41848","41854","17668.50","24000.00","2905.00","1459","0","0.0083333333333333","0","4200.00","2220.93","1"
"124514","17","33","41855","41861","13612.80","105000.00","2486.00","1402","3.6176967592593","0","1250","19600.00","1694.17","1"
"124516","20","33","41855","41861","24301.00","175000.00","4241.00","2191","0","0.014583333333333","0","31500.00","3080.33","1"
"124518","27","33","41855","41861","28604.40","28000.00","4592.00","2198","0","0","0","4100.00","623379","1"
"124520","28","33","41855","41861","13974.10","17000.00","2229.00","1247","0","0.0097222222222222","0","3100.00","1748.71","1"
"124522","30","33","41855","41861","28659.20","30000.00","4510.00","2358","0","0.0097222222222222","0","5200.00","3660.73","1"
"124524","31","33","41855","41861","19644.95","24000.00","3266.00","1642","0","0.0097222222222222","0","4200.00","2464.18","1"
"129614","17","34","41862","41868","12361.50","105000.00","2239.00","1301","4.0132407407407","0","1388","19600.00","1520.59","1"
"129616","20","34","41862","41868","24209.70","175000.00","4188.00","2170","0","0.014583333333333","0","31500.00","3081.21","1"
"129618","27","34","41862","41868","28109.40","28000.00","4554.00","2172","0","0","0","4100.00","3530.27","1"
"129620","28","34","41862","41868","14848.70","17000.00","2421.00","1385","0","0.0097222222222222","0","3100.00","1871.04","1"
"129622","30","34","41862","41868","31442.30","30000.00","4798.00","2457","0","0.0097222222222222","0","5200.00","3982.35","1"
"129624","31","34","41862","41868","21571.20","24000.00","3502.00","1752","0","0.0097222222222222","0","4200.00","2711.65","1"
"135668","17","35","41869","41875","12250.40","105000.00","2239.00","1298","4.8895138888889","0","1689","19600.00","1507.94","1"
"135670","20","35","41869","41875","24783.30","175000.00","4337.00","2212","0","0.014583333333333","0","31500.00","3160.70","1"
"135672","27","35","41869","41875","29168.60","28000.00","4650.00","2287","0","0","0","4100.00","3690.25","1"
"135674","28","35","41869","41875","15345.40","17000.00","2458.00","1404","0","0.0097222222222222","0","3100.00","1924.98","1"
"135676","30","35","41869","41875","30133.30","30000.00","4696.00","2489","0","0.0097222222222222","0","5200.00","3838.68","1"
"135678","31","35","41869","41875","22398.50","24000.00","3702.00","1796","0","0.0097222222222222","0","4200.00","2817.65","1"
"141722","17","36","41876","41882","13826.80","105000.00","2564.00","1471","6.7026041666667","0","1803","19600.00","1714.95","1"
"141724","20","36","41876","41882","24302.10","175000.00","4264.00","2196","0","0.014583333333333","0","31500.00","3094.92","1"
"141726","27","36","41876","41882","27566.70","28000.00","4474.00","2205","0","0","0","4100.00","3464.46","1"
"141728","28","36","41876","41882","15785.10","17000.00","2562.00","1435","0","0.0097222222222222","0","3100.00","1989.53","1"
"141730","30","36","41876","41882","26987.80","30000.00","4262.00","2287","0","0.0097222222222222","0","5200.00","3425.77","1"
"141732","31","36","41876","41882","20860.00","24000.00","3500.00","1691","0","0.0097222222222222","0","4200.00","2619.42","1"
"147771","17","37","41883","41889","13463.30","105000.00","2450.00","1370","7.3909143518519","0","1826","19600.00","1673.24","1"
"147773","20","37","41883","41889","23506.00","175000.00","4161.00","2142","0","0.014583333333333","0","31500.00","2985.99","1"
"147775","27","37","41883","41889","27110.30","28000.00","4341.00","2077","0","0","0","4100.00","3416.56","1"
"147777","28","37","41883","41889","15192.30","17000.00","2451.00","1402","0","0.0097222222222222","0","3100.00","1921.18","1"
"147779","30","37","41883","41889","32223.10","30000.00","5070.00","2665","0","0.0097222222222222","0","5200.00","4091.41","1"
"147781","31","37","41883","41889","18939.10","24000.00","3153.00","1566","0","0.0097222222222222","0","4200.00","2364.87","1"
"153825","17","38","41890","41896","13715.10","105000.00","2530.00","1473","7.2340393518519","0","2271","19600.00","1687.49","1"
"153827","20","38","41890","41896","23703.45","175000.00","4140.00","2222","0","0.014583333333333","0","31500.00","3012.32","1"
"153829","27","38","41890","41896","28775.80","28000.00","4631.00","2195","0","0","0","4100.00","3608.42","1"
"153831","28","38","41890","41896","15654.00","17000.00","2572.00","1423","0","0.0097222222222222","0","3100.00","1974.77","1"
"153833","30","38","41890","41896","32415.30","30000.00","5038.00","2665","0","0.0097222222222222","0","5200.00","4122.41","1"
"153835","31","38","41890","41896","24120.70","24000.00","4011.00","1945","0","0.0097222222222222","0","4200.00","410259","1"
"160500","17","39","41897","41903","11750.80","90000.00","2191.00","1291","7.1055787037037","0","2276","16800.00","1456.34","1"
"160502","20","39","41897","41903","22020.90","150000.00","3842.00","2081","0","0.0125","0","27000.00","2796.47","1"
"160504","27","39","41897","41903","26874.30","28000.00","4441.00","2135","0","0","0","4100.00","3396.35","1"
"160506","28","39","41897","41903","13631.20","17000.00","2215.00","1243","0","0.0083333333333333","0","3100.00","1727.66","1"
"160508","30","39","41897","41903","26918.70","30000.00","4243.00","2255","0","0.0083333333333333","0","5200.00","3422.77","1"
"160510","31","39","41897","41903","18863.90","24000.00","3124.00","1577","0","0.0083333333333333","0","4200.00","2368.72","1"
"160512","33","39","41897","41903","0.00","20000.00","0.00","0","0","0","0","3300.00","0.00","1"
"167509","17","40","41904","41910","13635.50","105000.00","2476.00","1402","8.1963657407407","0","2238","19600.00","1689.31","1"
"167511","20","40","41904","41910","23654.50","175000.00","4134.00","2182","0","0.014583333333333","0","31500.00","2997.52","1"
"167513","27","40","41904","41910","26918.30","28000.00","4398.00","2095","0","0","0","4100.00","3399.72","1"
"167515","28","40","41904","41910","15336.20","17000.00","2483.00","1384","0","0.0097222222222222","0","3100.00","1923.27","1"
"167517","30","40","41904","41910","32088.90","30000.00","5070.00","2593","0","0.013194444444444","0","5200.00","4115.97","1"
"167519","31","40","41904","41910","20795.10","24000.00","3446.00","1706","0","0.0055555555555556","0","4200.00","2621.42","1"
"167521","33","40","41904","41910","5158.70","20000.00","821.00","423","0","0.0048611111111111","0","3300.00","655.95","1"
"174572","17","41","41911","41917","13159.30","105000.00","2423.00","1372","6.6282986111111","0","1413","19600.00","1626.20","1"
"174574","20","41","41911","41917","23179.30","175000.00","4062.00","2086","0","0.014583333333333","0","31500.00","2950.63","1"
"174576","27","41","41911","41917","23833.35","28000.00","3801.00","1746","0","0","0","4100.00","3008.17","1"
"174578","28","41","41911","41917","13563.90","17000.00","2216.00","1248","0","0.0097222222222222","0","3100.00","1709.96","1"
"174580","30","41","41911","41917","33743.10","30000.00","5307.00","2662","0","0.017824074074074","0","5200.00","4292.40","1"
"174582","31","41","41911","41917","22215.40","24000.00","3711.00","1762","0","0","0","4200.00","2786.17","1"
"174584","33","41","41911","41917","16028.20","20000.00","2755.00","1419","0","0.011342592592593","0","3300.00","2043.63","1"
"181635","17","42","41918","41924","13439.60","105000.00","2501.00","1432","9.5525462962963","0","2191","19600.00","1669.12","1"
"181637","20","42","41918","41924","24706.50","175000.00","4323.00","2176","0","0.014583333333333","0","31500.00","3132.78","1"
"181639","27","42","41918","41924","28471.10","28000.00","4489.00","2104","0","0","0","4100.00","3591.43","1"
